swimming-pool 487.0 3647.0 520.0 3682.0
roundabout 1722.0 664.0 1732.0 674.0 difficult
swimming-pool 432.0 3473.0 472.0 3505.0
swimming-pool 454.0 3370.0 484.0 3397.0
swimming-pool 442.0 3503.0 482.0 3535.0
small-vehicle 149.0 286.0 168.0 301.0 difficult
swimming-pool 470.0 3561.0 501.0 3592.0
roundabout 1364.0 344.0 1376.0 357.0 difficult
roundabout 1332.0 628.0 1345.0 640.0 difficult
roundabout 1550.0 557.0 1561.0 571.0 difficult
roundabout 3485.0 2971.0 3577.0 3068.0
small-vehicle 81.0 304.0 96.0 324.0 difficult
small-vehicle 180.0 344.0 200.0 353.0 difficult
small-vehicle 542.0 2454.0 562.0 2469.0 difficult
small-vehicle 526.0 2464.0 544.0 2481.0 difficult
small-vehicle 395.0 2510.0 413.0 2524.0 difficult
small-vehicle 440.0 4061.0 464.0 4080.0 difficult
small-vehicle 216.0 4360.0 247.0 4385.0 difficult
small-vehicle 309.0 4579.0 327.0 4589.0 difficult
small-vehicle 286.0 4581.0 302.0 4595.0 difficult
small-vehicle 986.0 3897.0 1006.0 3911.0 difficult
small-vehicle 1002.0 3884.0 1025.0 3901.0 difficult
small-vehicle 1024.0 3894.0 1044.0 3912.0 difficult
small-vehicle 1040.0 3885.0 1060.0 3903.0 difficult
small-vehicle 1059.0 3851.0 1078.0 3868.0 difficult
small-vehicle 932.0 4145.0 948.0 4161.0 difficult
small-vehicle 873.0 3991.0 889.0 4010.0 difficult
small-vehicle 1019.0 4538.0 1035.0 4553.0 difficult
small-vehicle 1033.0 4528.0 1049.0 4543.0 difficult
small-vehicle 1140.0 4425.0 1153.0 4445.0 difficult
small-vehicle 1131.0 4602.0 1153.0 4624.0 difficult
small-vehicle 1204.0 4414.0 1222.0 4431.0 difficult
small-vehicle 1177.0 4447.0 1188.0 4464.0 difficult
small-vehicle 1134.0 4205.0 1156.0 4223.0 difficult
small-vehicle 334.0 4269.0 351.0 4277.0 difficult
small-vehicle 371.0 4282.0 391.0 4299.0 difficult
small-vehicle 335.0 4301.0 355.0 4316.0 difficult
small-vehicle 235.0 4099.0 254.0 4117.0 difficult
small-vehicle 327.0 4121.0 348.0 4140.0 difficult
small-vehicle 766.0 4007.0 788.0 4024.0 difficult
small-vehicle 564.0 4126.0 583.0 4142.0 difficult
small-vehicle 293.0 4126.0 308.0 4137.0 difficult
small-vehicle 254.0 4165.0 273.0 4181.0 difficult
small-vehicle 218.0 4151.0 237.0 4169.0 difficult
small-vehicle 283.0 4087.0 302.0 4101.0 difficult
small-vehicle 245.0 4082.0 262.0 4096.0 difficult
small-vehicle 353.0 4292.0 373.0 4308.0 difficult
small-vehicle 244.0 4070.0 266.0 4087.0 difficult
small-vehicle 291.0 4042.0 310.0 4060.0 difficult
small-vehicle 306.0 3988.0 338.0 4013.0 difficult
large-vehicle 196.0 3939.0 247.0 3973.0 difficult
small-vehicle 533.0 4185.0 551.0 4199.0 difficult
small-vehicle 516.0 4192.0 538.0 4208.0 difficult
small-vehicle 456.0 4216.0 472.0 4225.0 difficult
small-vehicle 1328.0 3868.0 1346.0 3885.0 difficult
small-vehicle 1075.0 3864.0 1095.0 3882.0 difficult
small-vehicle 1095.0 3852.0 1115.0 3868.0 difficult
small-vehicle 1396.0 3450.0 1421.0 3467.0 difficult
small-vehicle 1458.0 4260.0 1474.0 4276.0 difficult
small-vehicle 1171.0 4062.0 1187.0 4076.0 difficult
small-vehicle 1456.0 3503.0 1477.0 3514.0 difficult
small-vehicle 1308.0 3513.0 1329.0 3531.0 difficult
small-vehicle 1290.0 3504.0 1311.0 3522.0 difficult
small-vehicle 1350.0 3497.0 1370.0 3515.0 difficult
small-vehicle 1440.0 3444.0 1461.0 3462.0 difficult
small-vehicle 1541.0 3398.0 1556.0 3410.0 difficult
small-vehicle 1107.0 3534.0 1126.0 3549.0 difficult
small-vehicle 1312.0 3451.0 1335.0 3470.0 difficult
small-vehicle 1408.0 3404.0 1428.0 3421.0 difficult
small-vehicle 1126.0 3440.0 1147.0 3459.0 difficult
small-vehicle 1172.0 3412.0 1200.0 3433.0 difficult
small-vehicle 1180.0 3401.0 1197.0 3414.0 difficult
small-vehicle 1194.0 3389.0 1212.0 3405.0 difficult
small-vehicle 1210.0 3380.0 1225.0 3392.0 difficult
small-vehicle 1155.0 3501.0 1181.0 3520.0 difficult
small-vehicle 1073.0 3609.0 1096.0 3628.0 difficult
small-vehicle 1084.0 3836.0 1105.0 3853.0 difficult
small-vehicle 1249.0 3629.0 1267.0 3640.0 difficult
small-vehicle 1152.0 3661.0 1174.0 3678.0 difficult
small-vehicle 1077.0 3706.0 1089.0 3716.0 difficult
small-vehicle 1407.0 3794.0 1423.0 3808.0 difficult
small-vehicle 1421.0 3782.0 1440.0 3798.0 difficult
small-vehicle 1562.0 3989.0 1580.0 4006.0 difficult
small-vehicle 1390.0 3679.0 1413.0 3696.0 difficult
small-vehicle 1450.0 3669.0 1464.0 3680.0 difficult
small-vehicle 1333.0 3613.0 1353.0 3623.0 difficult
small-vehicle 1565.0 3559.0 1584.0 3567.0 difficult
small-vehicle 1444.0 3607.0 1462.0 3616.0 difficult
small-vehicle 1290.0 3652.0 1309.0 3664.0 difficult
large-vehicle 1090.0 3693.0 1135.0 3723.0 difficult
small-vehicle 1210.0 3595.0 1224.0 3609.0 difficult
small-vehicle 1228.0 3570.0 1248.0 3584.0 difficult
small-vehicle 1239.0 3549.0 1259.0 3558.0 difficult
small-vehicle 1197.0 3560.0 1217.0 3579.0 difficult
small-vehicle 366.0 4058.0 385.0 4075.0 difficult
small-vehicle 463.0 4022.0 482.0 4041.0 difficult
small-vehicle 378.0 2519.0 397.0 2535.0 difficult
small-vehicle 282.0 4062.0 301.0 4078.0 difficult
small-vehicle 794.0 3297.0 812.0 3312.0 difficult
small-vehicle 889.0 3285.0 907.0 3299.0 difficult
small-vehicle 857.0 3295.0 879.0 3310.0 difficult
small-vehicle 835.0 3301.0 858.0 3314.0 difficult
small-vehicle 714.0 3342.0 739.0 3360.0 difficult
small-vehicle 675.0 3358.0 700.0 3371.0 difficult
small-vehicle 631.0 3337.0 651.0 3354.0 difficult
small-vehicle 608.0 3382.0 630.0 3395.0 difficult
small-vehicle 601.0 3496.0 617.0 3515.0 difficult
small-vehicle 945.0 3538.0 964.0 3554.0 difficult
small-vehicle 962.0 3527.0 981.0 3546.0 difficult
small-vehicle 992.0 3513.0 1011.0 3529.0 difficult
small-vehicle 1040.0 3577.0 1062.0 3596.0 difficult
small-vehicle 980.0 3610.0 1000.0 3622.0 difficult
small-vehicle 1032.0 3618.0 1054.0 3637.0 difficult
small-vehicle 980.0 3669.0 998.0 3687.0 difficult
small-vehicle 944.0 3679.0 958.0 3689.0 difficult
small-vehicle 965.0 3344.0 978.0 3360.0 difficult
small-vehicle 956.0 3327.0 972.0 3343.0 difficult
small-vehicle 967.0 3294.0 986.0 3303.0 difficult
small-vehicle 622.0 2923.0 641.0 2939.0 difficult
small-vehicle 943.0 2571.0 964.0 2585.0 difficult
small-vehicle 926.0 2578.0 943.0 2592.0 difficult
small-vehicle 907.0 2585.0 927.0 2599.0 difficult
small-vehicle 347.0 2780.0 366.0 2803.0 difficult
small-vehicle 359.0 2800.0 376.0 2819.0 difficult
small-vehicle 593.0 2915.0 613.0 2932.0 difficult
small-vehicle 590.0 2938.0 607.0 2953.0 difficult
small-vehicle 642.0 2919.0 658.0 2932.0 difficult
small-vehicle 959.0 3274.0 977.0 3286.0 difficult
small-vehicle 949.0 2830.0 968.0 2846.0 difficult
small-vehicle 969.0 2827.0 986.0 2838.0 difficult
small-vehicle 906.0 2840.0 927.0 2854.0 difficult
small-vehicle 902.0 2832.0 923.0 2846.0 difficult
small-vehicle 782.0 2894.0 799.0 2911.0 difficult
small-vehicle 696.0 2893.0 717.0 2907.0 difficult
small-vehicle 907.0 3279.0 926.0 3292.0 difficult
small-vehicle 908.0 3713.0 926.0 3731.0 difficult
small-vehicle 869.0 3724.0 887.0 3741.0 difficult
small-vehicle 679.0 3842.0 698.0 3858.0 difficult
small-vehicle 876.0 3808.0 899.0 3826.0 difficult
small-vehicle 590.0 3955.0 609.0 3972.0 difficult
small-vehicle 596.0 3968.0 618.0 3987.0 difficult
small-vehicle 541.0 3962.0 565.0 3982.0 difficult
small-vehicle 502.0 3976.0 526.0 3997.0 difficult
small-vehicle 530.0 4000.0 550.0 4015.0 difficult
large-vehicle 1018.0 3751.0 1052.0 3782.0 difficult
large-vehicle 524.0 3897.0 558.0 3925.0 difficult
large-vehicle 445.0 3884.0 517.0 3933.0 difficult
small-vehicle 641.0 3930.0 666.0 3945.0 difficult
small-vehicle 354.0 3979.0 382.0 4002.0 difficult
small-vehicle 379.0 3993.0 399.0 4008.0 difficult
small-vehicle 472.0 3977.0 493.0 3993.0 difficult
small-vehicle 511.0 3934.0 528.0 3947.0 difficult
small-vehicle 423.0 4005.0 442.0 4021.0 difficult
small-vehicle 386.0 4022.0 404.0 4035.0 difficult
small-vehicle 335.0 4034.0 352.0 4048.0 difficult
small-vehicle 648.0 3912.0 671.0 3929.0 difficult
small-vehicle 671.0 3917.0 691.0 3934.0 difficult
small-vehicle 747.0 3652.0 764.0 3666.0 difficult
small-vehicle 1034.0 3684.0 1049.0 3695.0 difficult
small-vehicle 611.0 3731.0 627.0 3746.0 difficult
small-vehicle 597.0 3740.0 613.0 3754.0 difficult
small-vehicle 567.0 3757.0 584.0 3770.0 difficult
small-vehicle 533.0 3777.0 550.0 3791.0 difficult
small-vehicle 519.0 3785.0 535.0 3799.0 difficult
small-vehicle 504.0 3795.0 519.0 3809.0 difficult
small-vehicle 395.0 3865.0 415.0 3880.0 difficult
small-vehicle 986.0 3682.0 1009.0 3701.0 difficult
small-vehicle 621.0 3905.0 639.0 3922.0 difficult
small-vehicle 976.0 3725.0 993.0 3741.0 difficult
small-vehicle 939.0 3720.0 963.0 3740.0 difficult
large-vehicle 865.0 3759.0 921.0 3801.0 difficult
small-vehicle 850.0 3771.0 870.0 3788.0 difficult
small-vehicle 860.0 3804.0 879.0 3822.0 difficult
small-vehicle 695.0 3873.0 718.0 3889.0 difficult
small-vehicle 655.0 3895.0 676.0 3913.0 difficult
large-vehicle 1941.0 2959.0 1984.0 2987.0 difficult
small-vehicle 2030.0 3225.0 2050.0 3245.0 difficult
swimming-pool 858.0 2667.0 891.0 2712.0
small-vehicle 2577.0 1893.0 2593.0 1907.0 difficult
small-vehicle 2659.0 1916.0 2680.0 1931.0 difficult
small-vehicle 2664.0 1925.0 2683.0 1944.0 difficult
small-vehicle 2514.0 1910.0 2534.0 1926.0 difficult
small-vehicle 2529.0 1898.0 2548.0 1913.0 difficult
small-vehicle 2537.0 1909.0 2554.0 1923.0 difficult
small-vehicle 2521.0 1915.0 2541.0 1935.0 difficult
small-vehicle 2528.0 1926.0 2544.0 1940.0 difficult
small-vehicle 2541.0 1918.0 2558.0 1928.0 difficult
small-vehicle 2547.0 1925.0 2564.0 1941.0 difficult
small-vehicle 2555.0 1933.0 2573.0 1948.0 difficult
small-vehicle 2532.0 1934.0 2552.0 1950.0 difficult
small-vehicle 2539.0 1941.0 2558.0 1959.0 difficult
small-vehicle 2542.0 1953.0 2561.0 1971.0 difficult
small-vehicle 2559.0 1944.0 2578.0 1957.0 difficult
small-vehicle 2548.0 1962.0 2567.0 1979.0 difficult
small-vehicle 2564.0 1955.0 2583.0 1967.0 difficult
small-vehicle 2567.0 1871.0 2587.0 1890.0 difficult
small-vehicle 2656.0 1905.0 2674.0 1917.0 difficult
small-vehicle 2649.0 1895.0 2669.0 1911.0 difficult
small-vehicle 2645.0 1886.0 2665.0 1903.0 difficult
small-vehicle 2579.0 2132.0 2599.0 2148.0 difficult
small-vehicle 2563.0 2058.0 2581.0 2075.0 difficult
small-vehicle 2570.0 2070.0 2586.0 2085.0 difficult
small-vehicle 2557.0 2084.0 2574.0 2099.0 difficult
small-vehicle 2561.0 2098.0 2582.0 2113.0 difficult
small-vehicle 2568.0 2108.0 2587.0 2123.0 difficult
small-vehicle 2572.0 2118.0 2591.0 2133.0 difficult
small-vehicle 2575.0 2124.0 2594.0 2140.0 difficult
small-vehicle 2578.0 2079.0 2595.0 2095.0 difficult
small-vehicle 2639.0 1875.0 2657.0 1892.0 difficult
small-vehicle 2578.0 2090.0 2597.0 2105.0 difficult
small-vehicle 2584.0 2100.0 2600.0 2114.0 difficult
small-vehicle 2586.0 2109.0 2602.0 2124.0 difficult
small-vehicle 2617.0 1838.0 2639.0 1857.0 difficult
small-vehicle 2624.0 1851.0 2642.0 1866.0 difficult
small-vehicle 2628.0 1860.0 2648.0 1874.0 difficult
small-vehicle 2634.0 1868.0 2653.0 1884.0 difficult
small-vehicle 2574.0 1881.0 2591.0 1898.0 difficult
small-vehicle 2582.0 1898.0 2599.0 1914.0 difficult
small-vehicle 2612.0 1907.0 2632.0 1923.0 difficult
small-vehicle 2588.0 1907.0 2604.0 1926.0 difficult
small-vehicle 2611.0 2064.0 2626.0 2080.0 difficult
small-vehicle 2616.0 2076.0 2632.0 2089.0 difficult
small-vehicle 2613.0 2037.0 2631.0 2052.0 difficult
small-vehicle 2607.0 2030.0 2624.0 2045.0 difficult
small-vehicle 2602.0 2019.0 2620.0 2035.0 difficult
small-vehicle 2598.0 2010.0 2616.0 2025.0 difficult
small-vehicle 2590.0 1999.0 2610.0 2016.0 difficult
small-vehicle 2584.0 1991.0 2604.0 2004.0 difficult
small-vehicle 2581.0 1981.0 2598.0 1995.0 difficult
small-vehicle 2574.0 1973.0 2590.0 1986.0 difficult
small-vehicle 2567.0 1962.0 2587.0 1977.0 difficult
small-vehicle 2648.0 1973.0 2667.0 1993.0 difficult
small-vehicle 2642.0 1966.0 2659.0 1982.0 difficult
small-vehicle 2638.0 1958.0 2655.0 1973.0 difficult
small-vehicle 2632.0 1949.0 2648.0 1965.0 difficult
small-vehicle 2626.0 1938.0 2646.0 1956.0 difficult
small-vehicle 2623.0 1930.0 2640.0 1946.0 difficult
small-vehicle 2605.0 2056.0 2622.0 2071.0 difficult
small-vehicle 2601.0 2047.0 2616.0 2060.0 difficult
small-vehicle 2594.0 2037.0 2613.0 2054.0 difficult
small-vehicle 2634.0 1985.0 2651.0 2001.0 difficult
small-vehicle 2596.0 1918.0 2613.0 1934.0 difficult
small-vehicle 2602.0 1928.0 2619.0 1944.0 difficult
small-vehicle 2606.0 1939.0 2624.0 1954.0 difficult
small-vehicle 2610.0 1950.0 2628.0 1965.0 difficult
small-vehicle 2616.0 1958.0 2633.0 1973.0 difficult
small-vehicle 2622.0 1967.0 2643.0 1983.0 difficult
small-vehicle 2629.0 1975.0 2646.0 1993.0 difficult
small-vehicle 2637.0 1991.0 2658.0 2010.0 difficult
small-vehicle 2588.0 2028.0 2605.0 2044.0 difficult
small-vehicle 2647.0 2002.0 2663.0 2018.0 difficult
small-vehicle 2550.0 1970.0 2571.0 1990.0 difficult
small-vehicle 2556.0 1979.0 2576.0 2000.0 difficult
small-vehicle 2564.0 1988.0 2583.0 2009.0 difficult
small-vehicle 2571.0 2000.0 2588.0 2018.0 difficult
small-vehicle 2578.0 2010.0 2594.0 2025.0 difficult
small-vehicle 2581.0 2017.0 2600.0 2035.0 difficult
small-vehicle 2556.0 2049.0 2571.0 2064.0 difficult
small-vehicle 2550.0 2039.0 2570.0 2056.0 difficult
small-vehicle 2543.0 2031.0 2561.0 2048.0 difficult
small-vehicle 2538.0 2023.0 2555.0 2037.0 difficult
small-vehicle 2476.0 2062.0 2495.0 2077.0 difficult
small-vehicle 2473.0 2055.0 2490.0 2067.0 difficult
small-vehicle 2469.0 2046.0 2485.0 2058.0 difficult
small-vehicle 2463.0 2036.0 2481.0 2049.0 difficult
small-vehicle 2453.0 2021.0 2472.0 2035.0 difficult
small-vehicle 2921.0 2061.0 2943.0 2086.0 difficult
small-vehicle 2541.0 2148.0 2559.0 2161.0 difficult
small-vehicle 2538.0 2141.0 2553.0 2153.0 difficult
small-vehicle 2534.0 2132.0 2550.0 2144.0 difficult
small-vehicle 2526.0 2123.0 2541.0 2136.0 difficult
small-vehicle 2521.0 2111.0 2539.0 2125.0 difficult
small-vehicle 2514.0 2100.0 2534.0 2114.0 difficult
small-vehicle 2507.0 2092.0 2528.0 2109.0 difficult
small-vehicle 2504.0 2082.0 2525.0 2097.0 difficult
small-vehicle 2451.0 2009.0 2469.0 2025.0 difficult
small-vehicle 2445.0 2002.0 2463.0 2015.0 difficult
small-vehicle 2440.0 1994.0 2458.0 2008.0 difficult
small-vehicle 2479.0 2072.0 2499.0 2086.0 difficult
small-vehicle 2486.0 2085.0 2505.0 2100.0 difficult
small-vehicle 2492.0 2098.0 2509.0 2113.0 difficult
small-vehicle 2420.0 2049.0 2441.0 2067.0 difficult
small-vehicle 2376.0 2007.0 2395.0 2021.0 difficult
small-vehicle 2389.0 2000.0 2409.0 2012.0 difficult
small-vehicle 2397.0 2007.0 2416.0 2022.0 difficult
small-vehicle 2401.0 2016.0 2420.0 2032.0 difficult
small-vehicle 2407.0 2025.0 2426.0 2042.0 difficult
small-vehicle 2411.0 2032.0 2430.0 2048.0 difficult
small-vehicle 2415.0 2040.0 2436.0 2058.0 difficult
small-vehicle 2422.0 2060.0 2441.0 2076.0 difficult
small-vehicle 2495.0 2104.0 2515.0 2122.0 difficult
small-vehicle 2531.0 2167.0 2549.0 2181.0 difficult
small-vehicle 2527.0 2158.0 2545.0 2171.0 difficult
small-vehicle 2524.0 2150.0 2541.0 2163.0 difficult
small-vehicle 2515.0 2142.0 2535.0 2158.0 difficult
small-vehicle 2512.0 2133.0 2532.0 2148.0 difficult
small-vehicle 2507.0 2124.0 2527.0 2140.0 difficult
small-vehicle 2501.0 2115.0 2520.0 2130.0 difficult
small-vehicle 2433.0 1986.0 2451.0 2000.0 difficult
small-vehicle 2429.0 1979.0 2446.0 1993.0 difficult
small-vehicle 2437.0 1963.0 2458.0 1978.0 difficult
small-vehicle 2489.0 1941.0 2504.0 1952.0 difficult
small-vehicle 2522.0 2033.0 2542.0 2051.0 difficult
small-vehicle 2528.0 2041.0 2545.0 2058.0 difficult
small-vehicle 2534.0 2049.0 2550.0 2066.0 difficult
small-vehicle 2542.0 2061.0 2559.0 2073.0 difficult
small-vehicle 2548.0 2070.0 2563.0 2084.0 difficult
small-vehicle 2550.0 2078.0 2568.0 2095.0 difficult
small-vehicle 2483.0 1931.0 2499.0 1944.0 difficult
small-vehicle 2494.0 1946.0 2511.0 1960.0 difficult
small-vehicle 2511.0 2014.0 2531.0 2032.0 difficult
small-vehicle 2502.0 1955.0 2518.0 1970.0 difficult
small-vehicle 2504.0 1967.0 2521.0 1985.0 difficult
small-vehicle 2511.0 1976.0 2528.0 1992.0 difficult
small-vehicle 2518.0 1985.0 2535.0 2001.0 difficult
small-vehicle 2525.0 1993.0 2542.0 2012.0 difficult
small-vehicle 2530.0 2003.0 2549.0 2022.0 difficult
small-vehicle 2532.0 2013.0 2550.0 2030.0 difficult
small-vehicle 2517.0 2025.0 2536.0 2041.0 difficult
small-vehicle 2509.0 2008.0 2526.0 2022.0 difficult
small-vehicle 2444.0 1972.0 2461.0 1984.0 difficult
small-vehicle 2487.0 2045.0 2505.0 2060.0 difficult
small-vehicle 2449.0 1979.0 2467.0 1993.0 difficult
small-vehicle 2456.0 1986.0 2475.0 2001.0 difficult
small-vehicle 2463.0 1993.0 2479.0 2010.0 difficult
small-vehicle 2468.0 2005.0 2486.0 2021.0 difficult
small-vehicle 2472.0 2015.0 2488.0 2029.0 difficult
small-vehicle 2476.0 2023.0 2494.0 2038.0 difficult
small-vehicle 2484.0 2037.0 2500.0 2049.0 difficult
small-vehicle 2496.0 2062.0 2514.0 2076.0 difficult
small-vehicle 2502.0 1996.0 2521.0 2015.0 difficult
small-vehicle 2494.0 2055.0 2508.0 2064.0 difficult
small-vehicle 2469.0 1944.0 2486.0 1956.0 difficult
small-vehicle 2474.0 1951.0 2491.0 1966.0 difficult
small-vehicle 2480.0 1959.0 2499.0 1974.0 difficult
small-vehicle 2485.0 1966.0 2504.0 1984.0 difficult
small-vehicle 2489.0 1977.0 2509.0 1993.0 difficult
small-vehicle 2499.0 1989.0 2517.0 2003.0 difficult
small-vehicle 2617.0 1921.0 2634.0 1934.0 difficult
small-vehicle 2605.0 1900.0 2622.0 1912.0 difficult
small-vehicle 2040.0 3314.0 2057.0 3328.0 difficult
small-vehicle 3707.0 3854.0 3726.0 3870.0 difficult
small-vehicle 3766.0 4235.0 3780.0 4251.0 difficult
small-vehicle 3774.0 4229.0 3788.0 4248.0 difficult
small-vehicle 3783.0 4227.0 3796.0 4244.0 difficult
small-vehicle 3789.0 4220.0 3807.0 4239.0 difficult
small-vehicle 3808.0 4177.0 3832.0 4197.0 difficult
small-vehicle 3816.0 4187.0 3837.0 4203.0 difficult
small-vehicle 4071.0 4148.0 4088.0 4165.0 difficult
small-vehicle 4022.0 4144.0 4043.0 4160.0 difficult
small-vehicle 4030.0 4130.0 4049.0 4148.0 difficult
small-vehicle 3923.0 4045.0 3944.0 4060.0 difficult
small-vehicle 3882.0 4047.0 3900.0 4063.0 difficult
small-vehicle 3887.0 4031.0 3906.0 4050.0 difficult
small-vehicle 3849.0 4012.0 3874.0 4032.0 difficult
small-vehicle 3640.0 4341.0 3653.0 4361.0 difficult
small-vehicle 3843.0 3964.0 3863.0 3984.0 difficult
small-vehicle 3796.0 3974.0 3814.0 3993.0 difficult
small-vehicle 3750.0 3956.0 3774.0 3978.0 difficult
small-vehicle 3758.0 4236.0 3773.0 4255.0 difficult
small-vehicle 3750.0 4241.0 3766.0 4259.0 difficult
small-vehicle 3742.0 4246.0 3759.0 4264.0 difficult
small-vehicle 3765.0 4213.0 3777.0 4230.0 difficult
small-vehicle 3726.0 4255.0 3743.0 4273.0 difficult
small-vehicle 3718.0 4241.0 3733.0 4258.0 difficult
small-vehicle 3725.0 4234.0 3742.0 4253.0 difficult
small-vehicle 3735.0 4230.0 3749.0 4251.0 difficult
small-vehicle 3742.0 4224.0 3758.0 4244.0 difficult
small-vehicle 3749.0 4222.0 3763.0 4238.0 difficult
small-vehicle 3757.0 4218.0 3771.0 4234.0 difficult
small-vehicle 3773.0 4210.0 3785.0 4227.0 difficult
small-vehicle 3734.0 4249.0 3750.0 4270.0 difficult
small-vehicle 3779.0 4206.0 3795.0 4223.0 difficult
small-vehicle 3753.0 4169.0 3774.0 4187.0 difficult
small-vehicle 3762.0 4164.0 3783.0 4181.0 difficult
small-vehicle 3770.0 4156.0 3788.0 4176.0 difficult
small-vehicle 3777.0 4150.0 3795.0 4172.0 difficult
small-vehicle 3785.0 4147.0 3801.0 4167.0 difficult
small-vehicle 3797.0 4144.0 3812.0 4164.0 difficult
small-vehicle 3745.0 3920.0 3766.0 3940.0 difficult
small-vehicle 3616.0 3813.0 3637.0 3833.0 difficult
small-vehicle 2596.0 1891.0 2619.0 1906.0 difficult
small-vehicle 3610.0 3772.0 3631.0 3793.0 difficult
large-vehicle 2963.0 3051.0 2986.0 3089.0 difficult
large-vehicle 3371.0 3235.0 3409.0 3266.0 difficult
large-vehicle 3372.0 3254.0 3409.0 3285.0 difficult
large-vehicle 3400.0 3275.0 3440.0 3309.0 difficult
large-vehicle 3442.0 3313.0 3482.0 3343.0 difficult
small-vehicle 2952.0 2942.0 2974.0 2952.0 difficult
small-vehicle 3076.0 3009.0 3098.0 3023.0 difficult
small-vehicle 3084.0 2999.0 3105.0 3011.0 difficult
small-vehicle 3199.0 3037.0 3220.0 3048.0 difficult
small-vehicle 3193.0 3049.0 3214.0 3063.0 difficult
small-vehicle 3246.0 3041.0 3268.0 3057.0 difficult
large-vehicle 3312.0 3036.0 3395.0 3094.0 difficult
small-vehicle 3297.0 3080.0 3320.0 3098.0 difficult
small-vehicle 2057.0 4560.0 2077.0 4585.0 difficult
small-vehicle 2082.0 4584.0 2099.0 4603.0 difficult
small-vehicle 1503.0 1109.0 1516.0 1130.0 difficult
small-vehicle 1489.0 1093.0 1510.0 1107.0 difficult
small-vehicle 3132.0 3394.0 3149.0 3409.0 difficult
small-vehicle 3049.0 3370.0 3070.0 3390.0 difficult
small-vehicle 3223.0 3456.0 3243.0 3474.0 difficult
small-vehicle 3357.0 3568.0 3377.0 3586.0 difficult
small-vehicle 3546.0 3719.0 3569.0 3738.0 difficult
small-vehicle 3524.0 3739.0 3546.0 3759.0 difficult
small-vehicle 3494.0 3729.0 3513.0 3746.0 difficult
small-vehicle 3454.0 3644.0 3474.0 3663.0 difficult
small-vehicle 3447.0 3657.0 3469.0 3677.0 difficult
small-vehicle 3438.0 3667.0 3460.0 3687.0 difficult
small-vehicle 3360.0 3622.0 3381.0 3638.0 difficult
small-vehicle 3306.0 3572.0 3331.0 3593.0 difficult
small-vehicle 3194.0 3466.0 3212.0 3482.0 difficult
small-vehicle 3282.0 3569.0 3302.0 3587.0 difficult
small-vehicle 3228.0 3539.0 3250.0 3556.0 difficult
small-vehicle 3313.0 3528.0 3336.0 3547.0 difficult
small-vehicle 3290.0 3521.0 3310.0 3542.0 difficult
small-vehicle 3260.0 3535.0 3281.0 3552.0 difficult
small-vehicle 3207.0 3511.0 3227.0 3526.0 difficult
small-vehicle 3224.0 3508.0 3243.0 3523.0 difficult
small-vehicle 3715.0 4156.0 3732.0 4175.0 difficult
small-vehicle 3707.0 4150.0 3725.0 4171.0 difficult
small-vehicle 3700.0 4145.0 3718.0 4165.0 difficult
small-vehicle 3693.0 4138.0 3712.0 4158.0 difficult
small-vehicle 2864.0 3272.0 2883.0 3287.0 difficult
small-vehicle 2934.0 3249.0 2953.0 3262.0 difficult
small-vehicle 2938.0 3308.0 2957.0 3322.0 difficult
small-vehicle 2974.0 3338.0 2999.0 3360.0 difficult
small-vehicle 2663.0 2969.0 2681.0 2980.0 difficult
small-vehicle 2806.0 2944.0 2826.0 2952.0 difficult
small-vehicle 2924.0 2976.0 2944.0 2990.0 difficult
small-vehicle 2958.0 2972.0 2979.0 2982.0 difficult
small-vehicle 3554.0 4168.0 3570.0 4186.0 difficult
small-vehicle 3563.0 4173.0 3580.0 4193.0 difficult
small-vehicle 3573.0 4180.0 3589.0 4197.0 difficult
small-vehicle 3580.0 4185.0 3595.0 4202.0 difficult
small-vehicle 3589.0 4192.0 3603.0 4206.0 difficult
small-vehicle 3594.0 4196.0 3610.0 4214.0 difficult
small-vehicle 3604.0 4195.0 3624.0 4216.0 difficult
small-vehicle 3635.0 4229.0 3650.0 4247.0 difficult
small-vehicle 3642.0 4234.0 3660.0 4251.0 difficult
small-vehicle 2879.0 3217.0 2898.0 3233.0 difficult
small-vehicle 2864.0 3222.0 2887.0 3241.0 difficult
small-vehicle 2990.0 3563.0 3009.0 3582.0 difficult
small-vehicle 2903.0 3622.0 2916.0 3638.0 difficult
small-vehicle 2592.0 1880.0 2613.0 1896.0 difficult
small-vehicle 2587.0 1870.0 2608.0 1888.0 difficult
small-vehicle 2582.0 1861.0 2602.0 1878.0 difficult
small-vehicle 2886.0 3632.0 2899.0 3649.0 difficult
small-vehicle 2922.0 3663.0 2942.0 3678.0 difficult
small-vehicle 2957.0 3628.0 2978.0 3648.0 difficult
small-vehicle 2894.0 3625.0 2909.0 3642.0 difficult
small-vehicle 2911.0 3618.0 2926.0 3636.0 difficult
small-vehicle 2982.0 3567.0 2999.0 3585.0 difficult
small-vehicle 2917.0 3610.0 2935.0 3630.0 difficult
small-vehicle 2924.0 3604.0 2944.0 3624.0 difficult
small-vehicle 2942.0 3595.0 2961.0 3616.0 difficult
small-vehicle 2953.0 3588.0 2970.0 3608.0 difficult
small-vehicle 2983.0 3611.0 3005.0 3633.0 difficult
small-vehicle 2962.0 3583.0 2979.0 3603.0 difficult
